10372,POS消费,地点27,教务处,2013/09/01 10:47:18,9.0,46.51
10372,POS消费,地点1673,淋浴,2014/07/06 23:50:12,0.4,36.37
10372,POS消费,地点21,开水,2014/07/07 11:25:24,3.0,33.37
10372,POS消费,地点232,食堂,2014/07/07 17:40:08,7.0,26.37
10372,POS消费,地点91,校车,2014/07/07 17:40:52,5.13,21.24
10372,POS消费,地点21,开水,2014/07/07 17:42:20,1.0,20.24
10372,POS消费,地点21,开水,2014/07/07 17:52:17,0.83,19.41
10372,POS消费,地点21,开水,2014/07/07 17:52:33,2.43,16.98
10372,POS消费,地点21,开水,2014/07/07 17:53:40,4.0,12.98
10372,POS消费,地点21,开水,2014/07/07 17:54:00,1.0,11.98
10372,POS消费,地点1673,淋浴,2014/07/07 23:28:26,0.4,11.58
10372,POS消费,地点21,开水,2014/07/08 10:51:33,3.0,58.58
10372,POS消费,地点232,食堂,2014/07/08 10:52:54,8.0,50.58
10372,圈存转账,,,2014/07/08 10:53:09,50.0,61.58
10372,POS消费,地点21,开水,2014/07/08 11:02:02,1.0,49.58
10372,POS消费,地点232,食堂,2014/07/08 17:11:33,7.0,42.58
10372,POS消费,地点21,开水,2014/07/08 17:20:00,2.8,39.78
10372,POS消费,地点1673,淋浴,2014/07/08 22:43:23,0.4,39.38
10372,POS消费,地点1673,淋浴,2014/07/09 22:14:08,0.2,39.18
10372,POS消费,地点21,开水,2014/07/10 22:24:53,5.8,33.38
10372,POS消费,地点1673,淋浴,2014/07/11 00:13:28,0.5,32.88
10372,POS消费,地点1405,校车,2014/07/11 09:46:07,2.0,30.88
10372,POS消费,地点210,校车,2014/07/11 12:53:34,4.0,26.88
10372,POS消费,地点21,开水,2014/07/11 18:05:43,1.8,17.08
10372,POS消费,地点21,开水,2014/07/11 18:06:25,8.0,18.88
10372,POS消费,地点21,开水,2014/07/11 18:39:32,4.0,13.08
10372,POS消费,地点1673,淋浴,2014/07/11 22:10:57,0.3,12.78
10372,POS消费,地点1673,淋浴,2014/08/29 13:59:57,0.4,12.38
10372,POS消费,地点21,开水,2014/08/29 14:11:22,3.0,9.38
10372,POS消费,地点21,开水,2014/08/29 17:52:15,1.8,7.58
10372,卡充值,,,2014/08/30 10:55:18,200.0,207.58
10372,POS消费,地点91,校车,2014/08/30 11:00:23,11.0,196.58
10372,POS消费,地点232,食堂,2014/08/30 11:01:57,9.0,187.58
10372,POS消费,地点26,图书馆,2014/08/30 11:08:38,1.8,185.78
10372,POS消费,地点21,开水,2014/08/30 18:25:07,4.0,181.78
10372,POS消费,地点21,开水,2014/08/30 18:25:30,0.4,181.38
10372,POS消费,地点21,开水,2014/08/30 18:30:04,6.9,174.48
10372,POS消费,地点21,开水,2014/08/31 10:48:37,9.0,165.48
10372,POS消费,地点1673,淋浴,2014/08/31 23:47:00,0.5,164.98
